instrument_id,name,first_selection,first_limit,selection_to_limit,original_event,event_to_limit,event_multiple,event_change_pct,event_bullish_body,event_close_position,event_upper_shadow,signal_close_above_event_low,prior_close_above_ma5,prior_close_above_ma10,prior_day_change_pct,prior_day_volume_multiple,prior_5d_return_pct,between_days,contraction_days,negative_days,low_volume_negative_days,min_close_since_event_pct,held_event_low_on_close,held_event_body_mid_on_close,prior_close_above_event_close,limit_open_gap_pct,limit_day_low_pct,limit_volume_multiple,limit_breakout_10d,price_adjustment_gaps,first_sealed_at,open_count,limit_up_type,board_count,reason
000812.SZ,陕西金叶,2026-09-09,2026-09-14,3,2026-09-07,5,2.0218324290316736,1.305483028720622,True,0.606060606060606,0.3939393939393941,True,False,False,-1.8276762402088864,0.6921834564364807,-1.8276762402088975,4,4,3,3,-3.0927835051546393,True,False,False,0.0,-1.0638297872340274,1.480383896220018,True,[],13:04:21,0,换手板,1,烟草配套+教育事业+股权转让
002730.SZ,电光科技,2026-09-09,2026-09-16,5,2026-09-07,7,2.012915139950765,6.395094174332017,True,0.7359550561797741,0.2640449438202259,True,False,False,-1.0968921389396646,0.7669913723326807,-8.3827265029636,6,6,5,5,-10.9098394400988,False,False,False,0.0,-1.6635859519408491,2.2174981574398775,False,[],10:01:51,1,换手板,1,算力服务+数据中心+矿用防爆电器
600616.SH,金枫酒业,2026-09-09,2026-09-16,5,2026-09-04,8,5.569340585007146,5.720823798626995,True,0.5869565217391315,0.4130434782608685,True,False,False,-1.3333333333333197,0.8022709220072572,-3.8961038961038974,7,7,4,4,-3.8961038961038863,True,False,False,-0.9009009009009028,-2.0270270270270396,3.3145582263238316,False,[],09:55:46,3,换手板,1,黄酒主业+渠道拓展+半年报减亏
600088.SH,中视传媒,2026-09-09,2026-09-11,2,2026-09-04,5,2.055443140977086,0.9693053311793154,True,0.6349206349206347,0.3650793650793653,True,False,False,-2.8708133971291794,0.42923728771376757,-1.6155088852988775,4,4,3,3,-2.5600000000000067,True,False,False,-1.0673234811165777,-1.2315270935960632,1.2666773496370183,True,[],11:05:36,1,换手板,1,AI应用+影视制作+央企传媒
603230.SH,内蒙新华,2026-09-09,2026-09-16,5,2026-09-04,8,3.0366302490993196,4.255319148936176,True,0.45454545454545553,0.5454545454545445,True,True,True,-2.7831094049903915,0.9469172664387473,-1.8410852713178216,7,5,3,3,-0.5102040816326592,True,True,True,-0.39486673247779436,-1.184600197433372,1.0571756679418602,True,[],09:38:25,0,换手板,1,教育服务+文化消费+出版发行
000753.SZ,漳州发展,2026-09-09,2026-09-16,5,2026-09-04,8,3.3234489025422547,4.225352112676051,True,0.8292682926829262,0.1707317073170738,True,False,False,-1.5748031496062964,0.8112287717172367,-3.288201160541593,7,7,3,3,-3.474903474903468,True,False,False,0.0,-0.20000000000000018,1.913787762955232,True,[],10:30:45,0,换手板,1,光伏+绿色电力+福建国资
000722.SZ,湖南发展,2026-09-09,2026-09-10,1,2026-09-04,4,2.355185019402974,3.6575875486381415,True,0.5,0.5,True,True,True,0.6006006006006093,1.090590859253587,4.1990668740280235,3,3,1,1,-1.2012012012012074,True,True,True,-0.3731343283582156,-0.6716417910447747,2.3344349515538583,True,[],09:50:48,1,换手板,1,水力发电+光伏发电+业绩增长+资产重组
002846.SZ,英联股份,2026-09-09,2026-09-15,4,2026-09-03,8,2.988680032721548,3.193430656934293,True,0.5256410256410262,0.47435897435897373,False,False,False,1.0546500479386323,0.6575667766986605,-4.355716878402916,7,7,6,6,-7.78072502210434,False,False,False,0.0,-0.6641366223908762,3.693656267692181,False,[],09:48:36,0,换手板,1,固态电池+复合集流体+易开盖
600228.SH,返利科技,2026-09-09,2026-09-14,3,2026-09-03,7,2.2531842570075242,5.43589743589743,True,0.4642857142857129,0.535714285714287,True,False,False,0.6349206349206327,0.6793170580640694,-7.669902912621385,6,6,3,3,-8.0739299610895,False,False,False,0.0,-0.2103049421661396,0.9898925500297109,False,[],13:06:58,0,换手板,1,AI应用+在线导购+控制权变更
002174.SZ,游族网络,2026-09-09,2026-09-10,1,2026-09-03,5,2.078990719165945,4.8192771084337505,True,0.670886075949367,0.329113924050633,True,True,True,-1.5091342335186608,0.7252093385589815,6.712564543889865,4,4,1,1,0.0,True,True,True,-0.3225806451612967,-0.7258064516128981,2.735625051847046,True,[],13:01:03,3,换手板,1,先进封装+AI应用+AI游戏+海外游戏
002519.SZ,银河电子,2026-09-09,2026-09-11,2,2026-09-02,7,4.472578334461404,1.7574692442882123,True,0.517241379310346,0.482758620689654,True,True,True,-0.17391304347825765,0.6108547358265968,0.17452006980802626,6,6,4,4,-2.2452504317789224,True,False,False,-0.34843205574913716,-1.0452961672474004,5.314160815111604,True,[],13:51:30,0,换手板,1,军工装备+新能源结构件+商业航天+业绩扭亏
000731.SZ,四川美丰,2026-09-09,2026-09-16,5,2026-09-02,10,2.5992170325561035,1.836158192090398,True,0.46808510638297846,0.5319148936170216,True,False,False,-1.3586956521739246,0.4236790046085204,-4.221635883905018,9,9,5,5,0.6934812760055475,True,True,True,0.27548209366392573,0.27548209366392573,1.465159287708589,True,[],11:00:09,1,换手板,1,化肥尿素+车用尿素+回购
603601.SH,再升科技,2026-09-09,2026-09-10,1,2026-09-02,6,2.6822451554103774,1.7621145374449254,True,0.7115384615384616,0.2884615384615384,True,True,False,0.5555555555555536,0.6936741957747985,-2.056277056277045,5,5,3,3,-2.5974025974025983,True,False,False,-0.5524861878453136,-1.5469613259668558,3.9813820234002937,True,[],10:37:15,1,换手板,1,石英纤维+PTFE+商业航天
000670.SZ,盈方微,2026-09-09,2026-09-16,5,2026-09-02,10,2.3674912046405936,4.225352112676073,True,0.6666666666666671,0.3333333333333329,True,False,True,-4.485488126649074,0.985523053199733,1.6853932584269815,9,9,3,3,-5.675675675675674,True,False,False,-0.5524861878453025,-0.6906077348066253,1.4309277077694436,True,[],09:51:57,0,换手板,1,存储芯片+电子元器件分销+资产重组
600712.SH,南宁百货,2026-09-09,2026-09-10,1,2026-09-01,7,2.5339318734295095,5.072463768115942,True,0.8275862068965524,0.17241379310344765,True,True,True,1.3050570962479524,1.54618336881748,8.947368421052593,6,4,2,2,-2.931034482758621,True,False,True,3.3816425120772875,-1.7713365539452575,2.870566576606649,True,[],13:08:13,0,换手板,1,百货零售+中报扭亏+降本增效
002362.SZ,汉王科技,2026-09-09,2026-09-15,4,2026-09-01,10,2.3982229589750723,1.7543859649122862,True,0.793103448275861,0.20689655172413898,False,True,False,4.191224623444656,4.774927576749365,-1.9112207151664617,9,8,7,7,-9.21521997621879,False,False,False,-0.06285355122563896,-0.439974858579506,2.677567019968253,True,[],09:35:45,1,换手板,1,AI应用+具身智能+AI终端
603020.SH,爱普股份,2026-09-09,2026-09-14,3,2026-09-01,9,2.122173430911968,1.844660194174752,True,0.39062499999999967,0.6093750000000003,True,False,False,-1.742497579864466,1.0071687147646065,-0.6849315068493178,8,5,6,4,-3.24118207816968,False,False,False,-0.5911330049261143,-2.266009852216755,1.673192122876801,True,[],11:24:33,0,换手板,1,半导体新材料+Omega-3鱼油+香精香料
002918.SZ,蒙娜丽莎,2026-09-09,2026-09-14,3,2026-09-01,9,2.097392931289624,1.8260869565217552,True,0.6463414634146353,0.35365853658536467,False,False,False,-5.3380782918149405,1.447157738885685,-2.7422303473491727,8,8,6,6,-9.137489325362935,False,False,False,1.5037593984962516,-1.7857142857143016,1.7556893513586174,False,[],11:07:03,2,换手板,1,建筑陶瓷+业绩修复+珠海晶瓷
603276.SH,恒兴新材,2026-09-09,2026-09-16,5,2026-09-01,11,2.0542845168021544,4.0051679586563305,True,0.7674418604651174,0.23255813953488258,True,False,False,-1.3964784456587775,0.6597334029430255,-2.8708133971291683,10,10,3,3,0.8695652173912771,True,True,True,-0.8620689655172264,-0.8620689655172264,4.135675581185674,True,[],13:03:32,5,换手板,1,锂电电解液+精细化工+半年报增长
001896.SZ,豫能控股,2026-09-10,2026-09-14,2,2026-09-10,2,4.235563921465429,5.697278911564618,True,0.8699999999999992,0.13000000000000078,True,False,False,-4.987932421560737,1.8766833912831775,2.3396880415944565,1,1,1,1,-4.987932421560737,True,False,False,-1.3547840812870415,-1.5241320914479273,2.36770529402448,True,[],09:39:03,12,换手板,1,电力+算力+抽水蓄能
002242.SZ,九阳股份,2026-09-10,2026-09-11,1,2026-09-10,1,3.5683358366251716,4.117647058823515,True,0.4845360824742262,0.5154639175257738,True,True,True,4.117647058823515,3.5683358366251716,6.755126658624833,0,0,0,0,0,True,True,True,-1.5819209039547921,-3.2768361581920757,3.719842563730858,True,[],10:09:30,1,换手板,1,厨房小家电+太空厨房设备+海外拓展
600163.SH,中闽能源,2026-09-10,2026-09-15,3,2026-09-10,3,3.0395559828459526,0.92592592592593,True,0.3870967741935492,0.6129032258064507,True,True,True,3.2490974729241895,2.142211539586912,10.424710424710426,2,0,0,0,1.6513761467889854,True,True,True,-2.0979020979021046,-3.6713286713286664,3.975217803080549,True,[],11:12:34,11,换手板,1,抽水蓄能+海上风电+新能源发电
002161.SZ,远望谷,2026-09-10,2026-09-11,1,2026-09-10,1,2.494742776896762,4.878048780487809,True,0.8235294117647046,0.17647058823529535,True,True,True,4.878048780487809,2.494742776896762,6.250000000000022,0,0,0,0,0,True,True,True,9.986320109439117,9.986320109439117,0.9267723428262715,True,[],09:25:00,0,一字板,1,拟收购光泰通信+光通信+AI赋能+RFID物联网
603657.SH,春光科技,2026-09-10,2026-09-14,2,2026-09-10,2,2.253598588482284,6.629834254143652,True,0.8689839572192509,0.13101604278074913,True,True,True,-1.4162348877374775,1.913551646378103,13.029702970297063,1,0,1,0,-1.4162348877374775,True,True,False,-0.24526979677645944,-1.3665031534688232,1.0071763983264044,True,[],09:35:21,7,换手板,1,家庭机器人+清洁电器+小米客户
605058.SH,澳弘电子,2026-09-10,2026-09-11,1,2026-09-10,1,2.1896683547958378,2.1592442645074206,True,0.9191176470588239,0.08088235294117609,True,True,True,2.1592442645074206,2.1896683547958378,8.413891872538514,0,0,0,0,0,True,True,True,-0.9247027741083214,-1.5852047556142668,3.284299902566452,True,[],10:20:17,0,换手板,1,股权激励+HDI板+AI服务器电源
603693.SH,江苏新能,2026-09-10,2026-09-11,1,2026-09-10,1,2.0715770781296787,1.1294526498696777,True,0.6428571428571433,0.3571428571428567,True,True,True,1.1294526498696777,2.0715770781296787,3.8358608385369974,0,0,0,0,0,True,True,True,-0.3436426116838587,-2.7491408934707917,5.933424103831254,True,[],10:05:34,6,换手板,1,海上风电+新能源发电+江苏国资
601218.SH,吉鑫科技,2026-09-10,2026-09-15,3,2026-09-10,3,2.0627341956827427,1.5350877192982448,True,0.7222222222222228,0.27777777777777724,True,True,True,-1.8749999999999933,1.8470859392702765,4.899777282850759,2,0,1,0,1.7278617710583255,True,True,True,-0.6369426751592355,-2.972399150743088,1.9836754364424583,True,[],10:12:04,1,换手板,1,风电铸件+风电轴承+半年报增长
002882.SZ,金龙羽,2026-09-10,2026-09-15,3,2026-09-02,9,2.036155260935607,0.6310475389146086,True,0.532467532467533,0.4675324675324671,False,False,False,-2.112029384756664,0.4480764307233828,-10.382513661202186,8,8,5,5,-10.869565217391308,False,False,False,6.51969981238274,6.51969981238274,0.4235419504042699,False,[],09:30:06,0,换手板,1,固态电池+机器人电池+特种电缆
002487.SZ,大金重工,2026-09-11,2026-09-15,2,2026-09-11,2,4.259484034545501,5.247465712581989,True,0.9389312977099222,0.061068702290077805,True,True,True,1.5580736543909568,2.7810397315613953,7.851985559566788,1,0,0,0,1.5580736543909568,True,True,True,2.6499302649930057,-1.4504881450488227,1.949416259585224,True,[],10:17:18,2,换手板,1,海上风电+海外拓展+特种运输
000720.SZ,新能泰山,2026-09-11,2026-09-16,3,2026-09-11,3,2.4611913846917375,3.1088082901554515,True,0.7200000000000006,0.27999999999999936,True,False,False,-2.8205128205128216,0.9623578673568909,-0.785340314136107,2,2,2,2,-4.773869346733672,False,False,False,0.0,-2.110817941952503,1.801357820547992,True,[],09:39:21,0,换手板,1,光纤+电缆+实控人中国华能
600545.SH,卓郎智能,2026-09-14,2026-09-16,2,2026-09-14,2,2.479562268968264,6.459330143540676,True,0.7599999999999998,0.2400000000000002,True,True,True,-3.5955056179775347,1.0745682993288095,3.874092009685226,1,1,1,1,-3.5955056179775347,True,True,False,0.2331002331002363,-1.631701631701643,1.7406746037591154,True,[],11:21:25,0,换手板,1,玻纤设备+纺织机械+工业自动化
001378.SZ,德冠新材,2026-09-14,2026-09-16,2,2026-09-14,2,2.3024048508613197,5.969360802958268,True,0.7592592592592591,0.24074074074074095,True,True,True,2.193419740777669,1.9550832691762228,2.1425012456402603,1,0,0,0,2.193419740777669,True,True,True,-0.048780487804889194,-0.34146341463414664,4.681271220822196,True,[],11:01:30,5,换手板,1,功能薄膜+业绩增长+新能源膜
003001.SZ,中岩大地,2026-09-15,2026-09-16,1,2026-09-15,1,4.088576106937215,5.930599369085177,True,0.8749999999999989,0.12500000000000114,True,True,True,5.930599369085177,4.088576106937215,3.83426097711812,0,0,0,0,0,True,True,True,10.005955926146504,9.946396664681378,1.2586989371025228,True,[],09:30:00,0,T字板,1,PCB刀具+核电工程+岩土固化剂
600059.SH,古越龙山,2026-09-15,2026-09-16,1,2026-09-09,5,2.2343761880083464,6.818181818181812,True,0.5942028985507253,0.4057971014492747,False,False,True,3.9812646370023685,0.943630237993128,0.9090909090909038,4,4,3,3,-9.148936170212774,False,False,False,0.45045045045044585,-1.8018018018018056,1.1626016369244372,True,[],10:04:20,1,换手板,1,黄酒主业+高端化+全国化
603122.SH,合富中国,2026-09-15,2026-09-16,1,2026-09-07,7,3.6425619116592056,1.4749262536873031,False,0.20799999999999982,0.5359999999999999,False,False,False,-2.1505376344086002,0.47012008359267554,-11.584454409566536,6,6,6,6,-14.026162790697672,False,False,False,0.2535925612848544,0.16906170752324368,1.1142399659735924,False,[],09:36:14,2,换手板,1,AI医疗+医疗数智化+体外诊断+海峡两岸
000592.SZ,平潭发展,2026-09-15,2026-09-16,1,2026-09-07,7,2.0731063701661148,5.073431241655535,False,0.23404255319148973,0.25531914893617197,True,False,True,-2.2222222222222143,0.8164331750816843,0.25316455696204887,6,6,2,2,-1.5247776365946653,False,False,True,1.0101010101010166,0.5050505050504972,0.8853533159680581,True,[],10:17:51,0,换手板,1,林业+林板一体化+海峡两岸
